asset	anchor_u	anchor_v	width	height	sidc
friend_anti_tank_battalion_regiment_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUCAA---F--
friend_anti_tank_battalion_regiment_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUCAA--AF--
friend_anti_tank_brigade_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUCAA---H--
friend_anti_tank_brigade_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUCAA--AH--
friend_anti_tank_division_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUCAA---I--
friend_anti_tank_division_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUCAA--AI--
friend_armour_team_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUCA----A--
friend_armour_team_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUCA---AA--
friend_armour_section_unit	0.5	0.6014760147601476	106.65	91.4625	SFGPUCA----C--
friend_armour_section_hq	0.02531645569620253	0.9830148619957536	106.65	158.9625	SFGPUCA---AC--
friend_armour_platoon_unit	0.5	0.6014760147601476	106.65	91.4625	SFGPUCA----D--
friend_armour_platoon_hq	0.02531645569620253	0.9830148619957536	106.65	158.9625	SFGPUCA---AD--
friend_armour_company_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUCA----E--
friend_armour_company_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUCA---AE--
friend_armour_battalion_regiment_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUCA----F--
friend_armour_battalion_regiment_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUCA---AF--
friend_armour_brigade_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUCA----H--
friend_armour_brigade_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUCA---AH--
friend_armour_division_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUCA----I--
friend_armour_division_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUCA---AI--
friend_artillery_team_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUCF----A--
friend_artillery_team_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUCF---AA--
friend_artillery_section_unit	0.5	0.6014760147601476	106.65	91.4625	SFGPUCF----C--
friend_artillery_section_hq	0.02531645569620253	0.9830148619957536	106.65	158.9625	SFGPUCF---AC--
friend_artillery_platoon_unit	0.5	0.6014760147601476	106.65	91.4625	SFGPUCF----D--
friend_artillery_platoon_hq	0.02531645569620253	0.9830148619957536	106.65	158.9625	SFGPUCF---AD--
friend_artillery_company_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUCF----E--
friend_artillery_company_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUCF---AE--
friend_artillery_battalion_regiment_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUCF----F--
friend_artillery_battalion_regiment_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUCF---AF--
friend_artillery_brigade_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUCF----H--
friend_artillery_brigade_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUCF---AH--
friend_artillery_division_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUCF----I--
friend_artillery_division_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUCF---AI--
friend_aviation_fixed_team_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUCVF---A--
friend_aviation_fixed_team_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUCVF--AA--
friend_aviation_fixed_section_unit	0.5	0.6014760147601476	106.65	91.4625	SFGPUCVF---C--
friend_aviation_fixed_section_hq	0.02531645569620253	0.9830148619957536	106.65	158.9625	SFGPUCVF--AC--
friend_aviation_fixed_platoon_unit	0.5	0.6014760147601476	106.65	91.4625	SFGPUCVF---D--
friend_aviation_fixed_platoon_hq	0.02531645569620253	0.9830148619957536	106.65	158.9625	SFGPUCVF--AD--
friend_aviation_fixed_company_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUCVF---E--
friend_aviation_fixed_company_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUCVF--AE--
friend_aviation_fixed_battalion_regiment_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUCVF---F--
friend_aviation_fixed_battalion_regiment_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUCVF--AF--
friend_aviation_fixed_brigade_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUCVF---H--
friend_aviation_fixed_brigade_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUCVF--AH--
friend_aviation_fixed_division_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUCVF---I--
friend_aviation_fixed_division_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUCVF--AI--
friend_aviation_team_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUCVR---A--
friend_aviation_team_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUCVR--AA--
friend_aviation_section_unit	0.5	0.6014760147601476	106.65	91.4625	SFGPUCVR---C--
friend_aviation_section_hq	0.02531645569620253	0.9830148619957536	106.65	158.9625	SFGPUCVR--AC--
friend_aviation_platoon_unit	0.5	0.6014760147601476	106.65	91.4625	SFGPUCVR---D--
friend_aviation_platoon_hq	0.02531645569620253	0.9830148619957536	106.65	158.9625	SFGPUCVR--AD--
friend_aviation_company_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUCVR---E--
friend_aviation_company_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUCVR--AE--
friend_aviation_battalion_regiment_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUCVR---F--
friend_aviation_battalion_regiment_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUCVR--AF--
friend_aviation_brigade_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUCVR---H--
friend_aviation_brigade_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUCVR--AH--
friend_aviation_division_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUCVR---I--
friend_aviation_division_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUCVR--AI--
friend_bridging_team_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUCE----A--
friend_bridging_team_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUCE---AA--
friend_bridging_section_unit	0.5	0.6014760147601476	106.65	91.4625	SFGPUCE----C--
friend_bridging_section_hq	0.02531645569620253	0.9830148619957536	106.65	158.9625	SFGPUCE---AC--
friend_bridging_platoon_unit	0.5	0.6014760147601476	106.65	91.4625	SFGPUCE----D--
friend_bridging_platoon_hq	0.02531645569620253	0.9830148619957536	106.65	158.9625	SFGPUCE---AD--
friend_bridging_company_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUCE----E--
friend_bridging_company_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUCE---AE--
friend_bridging_battalion_regiment_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUCE----F--
friend_bridging_battalion_regiment_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUCE---AF--
friend_bridging_brigade_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUCE----H--
friend_bridging_brigade_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUCE---AH--
friend_bridging_division_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUCE----I--
friend_bridging_division_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUCE---AI--
friend_cavalry_team_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUCRV---A--
friend_cavalry_team_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUCRV--AA--
friend_cavalry_section_unit	0.5	0.6014760147601476	106.65	91.4625	SFGPUCRV---C--
friend_cavalry_section_hq	0.02531645569620253	0.9830148619957536	106.65	158.9625	SFGPUCRV--AC--
friend_cavalry_platoon_unit	0.5	0.6014760147601476	106.65	91.4625	SFGPUCRV---D--
friend_cavalry_platoon_hq	0.02531645569620253	0.9830148619957536	106.65	158.9625	SFGPUCRV--AD--
friend_cavalry_company_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUCRV---E--
friend_cavalry_company_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUCRV--AE--
friend_cavalry_battalion_regiment_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUCRV---F--
friend_cavalry_battalion_regiment_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUCRV--AF--
friend_cavalry_brigade_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUCRV---H--
friend_cavalry_brigade_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUCRV--AH--
friend_cavalry_division_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUCRV---I--
friend_cavalry_division_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUCRV--AI--
friend_cbrn_team_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUUA----A--
friend_cbrn_team_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUUA---AA--
friend_cbrn_section_unit	0.5	0.6014760147601476	106.65	91.4625	SFGPUUA----C--
friend_cbrn_section_hq	0.02531645569620253	0.9830148619957536	106.65	158.9625	SFGPUUA---AC--
friend_cbrn_platoon_unit	0.5	0.6014760147601476	106.65	91.4625	SFGPUUA----D--
friend_cbrn_platoon_hq	0.02531645569620253	0.9830148619957536	106.65	158.9625	SFGPUUA---AD--
friend_cbrn_company_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUUA----E--
friend_cbrn_company_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUUA---AE--
friend_cbrn_battalion_regiment_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUUA----F--
friend_cbrn_battalion_regiment_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUUA---AF--
friend_cbrn_brigade_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUUA----H--
friend_cbrn_brigade_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUUA---AH--
friend_cbrn_division_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUUA----I--
friend_cbrn_division_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUUA---AI--
friend_css_team_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUS-----A--
friend_css_team_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUS----AA--
friend_css_section_unit	0.5	0.6014760147601476	106.65	91.4625	SFGPUS-----C--
friend_css_section_hq	0.02531645569620253	0.9830148619957536	106.65	158.9625	SFGPUS----AC--
friend_css_platoon_unit	0.5	0.6014760147601476	106.65	91.4625	SFGPUS-----D--
friend_css_platoon_hq	0.02531645569620253	0.9830148619957536	106.65	158.9625	SFGPUS----AD--
friend_css_company_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUS-----E--
friend_css_company_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUS----AE--
friend_css_battalion_regiment_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUS-----F--
friend_css_battalion_regiment_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUS----AF--
friend_css_brigade_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUS-----H--
friend_css_brigade_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUS----AH--
friend_css_division_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUS-----I--
friend_css_division_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUS----AI--
friend_electronic_warfare_team_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUUMSE--A--
friend_electronic_warfare_team_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUUMSE-AA--
friend_electronic_warfare_section_unit	0.5	0.6014760147601476	106.65	91.4625	SFGPUUMSE--C--
friend_electronic_warfare_section_hq	0.02531645569620253	0.9830148619957536	106.65	158.9625	SFGPUUMSE-AC--
friend_electronic_warfare_platoon_unit	0.5	0.6014760147601476	106.65	91.4625	SFGPUUMSE--D--
friend_electronic_warfare_platoon_hq	0.02531645569620253	0.9830148619957536	106.65	158.9625	SFGPUUMSE-AD--
friend_electronic_warfare_company_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUUMSE--E--
friend_electronic_warfare_company_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUUMSE-AE--
friend_electronic_warfare_battalion_regiment_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUUMSE--F--
friend_electronic_warfare_battalion_regiment_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUUMSE-AF--
friend_electronic_warfare_brigade_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUUMSE--H--
friend_electronic_warfare_brigade_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUUMSE-AH--
friend_electronic_warfare_division_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUUMSE--I--
friend_electronic_warfare_division_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUUMSE-AI--
friend_engineer_team_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUCE----A--
friend_engineer_team_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUCE---AA--
friend_engineer_section_unit	0.5	0.6014760147601476	106.65	91.4625	SFGPUCE----C--
friend_engineer_section_hq	0.02531645569620253	0.9830148619957536	106.65	158.9625	SFGPUCE---AC--
friend_engineer_platoon_unit	0.5	0.6014760147601476	106.65	91.4625	SFGPUCE----D--
friend_engineer_platoon_hq	0.02531645569620253	0.9830148619957536	106.65	158.9625	SFGPUCE---AD--
friend_engineer_company_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUCE----E--
friend_engineer_company_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUCE---AE--
friend_engineer_battalion_regiment_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUCE----F--
friend_engineer_battalion_regiment_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUCE---AF--
friend_engineer_brigade_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUCE----H--
friend_engineer_brigade_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUCE---AH--
friend_engineer_division_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUCE----I--
friend_engineer_division_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUCE---AI--
friend_eod_team_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUUE----A--
friend_eod_team_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUUE---AA--
friend_eod_section_unit	0.5	0.6014760147601476	106.65	91.4625	SFGPUUE----C--
friend_eod_section_hq	0.02531645569620253	0.9830148619957536	106.65	158.9625	SFGPUUE---AC--
friend_eod_platoon_unit	0.5	0.6014760147601476	106.65	91.4625	SFGPUUE----D--
friend_eod_platoon_hq	0.02531645569620253	0.9830148619957536	106.65	158.9625	SFGPUUE---AD--
friend_eod_company_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUUE----E--
friend_eod_company_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUUE---AE--
friend_eod_battalion_regiment_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUUE----F--
friend_eod_battalion_regiment_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUUE---AF--
friend_eod_brigade_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUUE----H--
friend_eod_brigade_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUUE---AH--
friend_eod_division_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUUE----I--
friend_eod_division_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUUE---AI--
friend_infantry_team_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUCI----A--
friend_infantry_team_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUCI---AA--
friend_infantry_section_unit	0.5	0.6014760147601476	106.65	91.4625	SFGPUCI----C--
friend_infantry_section_hq	0.02531645569620253	0.9830148619957536	106.65	158.9625	SFGPUCI---AC--
friend_infantry_platoon_unit	0.5	0.6014760147601476	106.65	91.4625	SFGPUCI----D--
friend_infantry_platoon_hq	0.02531645569620253	0.9830148619957536	106.65	158.9625	SFGPUCI---AD--
friend_infantry_company_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUCI----E--
friend_infantry_company_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUCI---AE--
friend_infantry_battalion_regiment_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUCI----F--
friend_infantry_battalion_regiment_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUCI---AF--
friend_infantry_brigade_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUCI----H--
friend_infantry_brigade_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUCI---AH--
friend_infantry_division_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUCI----I--
friend_infantry_division_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUCI---AI--
friend_maintenance_team_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUSX----A--
friend_maintenance_team_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUSX---AA--
friend_maintenance_section_unit	0.5	0.6014760147601476	106.65	91.4625	SFGPUSX----C--
friend_maintenance_section_hq	0.02531645569620253	0.9830148619957536	106.65	158.9625	SFGPUSX---AC--
friend_maintenance_platoon_unit	0.5	0.6014760147601476	106.65	91.4625	SFGPUSX----D--
friend_maintenance_platoon_hq	0.02531645569620253	0.9830148619957536	106.65	158.9625	SFGPUSX---AD--
friend_maintenance_company_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUSX----E--
friend_maintenance_company_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUSX---AE--
friend_maintenance_battalion_regiment_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUSX----F--
friend_maintenance_battalion_regiment_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUSX---AF--
friend_maintenance_brigade_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUSX----H--
friend_maintenance_brigade_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUSX---AH--
friend_maintenance_division_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUSX----I--
friend_maintenance_division_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUSX---AI--
friend_mech_infantry_team_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUCIZ---A--
friend_mech_infantry_team_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUCIZ--AA--
friend_mech_infantry_section_unit	0.5	0.6014760147601476	106.65	91.4625	SFGPUCIZ---C--
friend_mech_infantry_section_hq	0.02531645569620253	0.9830148619957536	106.65	158.9625	SFGPUCIZ--AC--
friend_mech_infantry_platoon_unit	0.5	0.6014760147601476	106.65	91.4625	SFGPUCIZ---D--
friend_mech_infantry_platoon_hq	0.02531645569620253	0.9830148619957536	106.65	158.9625	SFGPUCIZ--AD--
friend_mech_infantry_company_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUCIZ---E--
friend_mech_infantry_company_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUCIZ--AE--
friend_mech_infantry_battalion_regiment_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUCIZ---F--
friend_mech_infantry_battalion_regiment_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUCIZ--AF--
friend_mech_infantry_brigade_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUCIZ---H--
friend_mech_infantry_brigade_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUCIZ--AH--
friend_mech_infantry_division_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUCIZ---I--
friend_mech_infantry_division_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUCIZ--AI--
friend_medical_team_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUSM----A--
friend_medical_team_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUSM---AA--
friend_medical_section_unit	0.5	0.6014760147601476	106.65	91.4625	SFGPUSM----C--
friend_medical_section_hq	0.02531645569620253	0.9830148619957536	106.65	158.9625	SFGPUSM---AC--
friend_medical_platoon_unit	0.5	0.6014760147601476	106.65	91.4625	SFGPUSM----D--
friend_medical_platoon_hq	0.02531645569620253	0.9830148619957536	106.65	158.9625	SFGPUSM---AD--
friend_medical_company_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUSM----E--
friend_medical_company_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUSM---AE--
friend_medical_battalion_regiment_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUSM----F--
friend_medical_battalion_regiment_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUSM---AF--
friend_medical_brigade_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUSM----H--
friend_medical_brigade_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUSM---AH--
friend_medical_division_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUSM----I--
friend_medical_division_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUSM---AI--
friend_military_police_team_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUULM---A--
friend_military_police_team_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUULM--AA--
friend_military_police_section_unit	0.5	0.6014760147601476	106.65	91.4625	SFGPUULM---C--
friend_military_police_section_hq	0.02531645569620253	0.9830148619957536	106.65	158.9625	SFGPUULM--AC--
friend_military_police_platoon_unit	0.5	0.6014760147601476	106.65	91.4625	SFGPUULM---D--
friend_military_police_platoon_hq	0.02531645569620253	0.9830148619957536	106.65	158.9625	SFGPUULM--AD--
friend_military_police_company_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUULM---E--
friend_military_police_company_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUULM--AE--
friend_military_police_battalion_regiment_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUULM---F--
friend_military_police_battalion_regiment_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUULM--AF--
friend_military_police_brigade_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUULM---H--
friend_military_police_brigade_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUULM--AH--
friend_military_police_division_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUULM---I--
friend_military_police_division_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUULM--AI--
friend_mortar_team_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUCFM---A--
friend_mortar_team_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUCFM--AA--
friend_mortar_section_unit	0.5	0.6014760147601476	106.65	91.4625	SFGPUCFM---C--
friend_mortar_section_hq	0.02531645569620253	0.9830148619957536	106.65	158.9625	SFGPUCFM--AC--
friend_mortar_platoon_unit	0.5	0.6014760147601476	106.65	91.4625	SFGPUCFM---D--
friend_mortar_platoon_hq	0.02531645569620253	0.9830148619957536	106.65	158.9625	SFGPUCFM--AD--
friend_mortar_company_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUCFM---E--
friend_mortar_company_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUCFM--AE--
friend_mortar_battalion_regiment_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUCFM---F--
friend_mortar_battalion_regiment_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUCFM--AF--
friend_mortar_brigade_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUCFM---H--
friend_mortar_brigade_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUCFM--AH--
friend_mortar_division_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUCFM---I--
